"Gene.ID","chromosome_name","start_position","end_position","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene.Name"
"ENSG00000000003","chrX",100627108,100639991,"ENSG00000000003",568.531550311784,-0.290353325366888,0.12614347999746,-2.30177037586671,0.0213481250127048,0.0596142743805804,"TSPAN6"
"ENSG00000000419","chr20",50934867,50959140,"ENSG00000000419",3024.93792328337,0.089128220525851,0.0789213124878749,1.12933018618443,0.258758571484794,0.407675276678074,"DPM1"
"ENSG00000000457","chr1",169849631,169894267,"ENSG00000000457",65.7412409142479,0.304181981739647,0.312722916068799,0.972688492303287,0.330708146342108,0.486400859748998,"SCYL3"
"ENSG00000000460","chr1",169662007,169854080,"ENSG00000000460",404.369621561074,-0.256422066677208,0.147214730291471,-1.74182343145633,0.0815393452933161,0.168878329777118,"C1orf112"
"ENSG00000001036","chr6",143494812,143511720,"ENSG00000001036",2665.73117535412,-0.0481428445824987,0.0970108791383633,-0.496262326556532,0.619709342504669,0.747443607808416,"FUCA2"
"ENSG00000001084","chr6",53497341,53616970,"ENSG00000001084",2025.65060572362,-0.607959677583805,0.121526350687359,-5.00269837895367,5.65333571373426e-07,5.63907587588839e-06,"GCLC"
"ENSG00000001167","chr6",41072974,41102403,"ENSG00000001167",1042.36797493469,-0.156735405047962,0.124606572058308,-1.25784220253343,0.208448829653757,0.347291954705818,"NFYA"
"ENSG00000001460","chr1",24356999,24416934,"ENSG00000001460",118.525926859477,9.99199458048075,1.20428903990317,8.29700698869112,1.06767100167181e-16,4.16833720047602e-15,"STPG1"
"ENSG00000001461","chr1",24415802,24476735,"ENSG00000001461",518.970131357021,1.37898587981802,0.144088327115723,9.5704205012423,1.06471737661128e-21,6.55898006024004e-20,"NIPAL3"
"ENSG00000001497","chrX",65438549,65534810,"ENSG00000001497",813.215469032138,0.255222905892252,0.101876371837783,2.50522178291392,0.0122374631939622,0.0376742996722207,"LAS1L"
"ENSG00000001561","chr6",46129989,46146688,"ENSG00000001561",537.866861327597,-0.315004289313246,0.204917678709319,-1.53722358801501,0.124238565937001,0.234479605558361,"ENPP4"
"ENSG00000001617","chr3",50155045,50189075,"ENSG00000001617",61.0675012875821,2.94987926441354,0.459232457991184,6.42349906475943,1.33176963270324e-10,2.49635534056713e-09,"SEMA3F"
"ENSG00000001629","chr7",92245974,92401383,"ENSG00000001629",1286.06581767536,-0.4983300163823,0.153588908698967,-3.24457033130578,0.00117627965280565,0.00521896933179314,"ANKIB1"
"ENSG00000001631","chr7",92197498,92246166,"ENSG00000001631",17.9354445418188,-0.451079530284177,0.712224006819397,-0.633339407216246,0.526512024510323,0.673748529068064,"KRIT1"
"ENSG00000002016","chr12",911736,990053,"ENSG00000002016",110.970985002128,-0.260005939877327,0.247452705528912,-1.05072983268291,0.293382690320196,0.44716876795167,"RAD52"
"ENSG00000002330","chr11",64269830,64284704,"ENSG00000002330",1089.71537702092,1.13703688500211,0.117867919752696,9.64670359320657,5.0761235765192e-22,3.25802088610203e-20,"BAD"
"ENSG00000002549","chr4",17577198,17607972,"ENSG00000002549",1771.06856079235,0.335360809007053,0.0909548985905492,3.68711102099891,0.000226814418908811,0.00122059612001892,"LAP3"
"ENSG00000002586","chrX",2691187,2741309,"ENSG00000002586",2361.82526371823,0.637269166869701,0.0980505451938343,6.4993944257005,8.06439718057742e-11,1.56426337083384e-09,"CD99"
"ENSG00000002587","chr4",11393150,11429564,"ENSG00000002587",3.14080907281558,3.62055191087494,1.77342812547543,2.04155548164904,0.0411956450941232,NA,"HS3ST1"
"ENSG00000002746","chr7",43112629,43566001,"ENSG00000002746",4.06917768790062,0.0870031521032412,1.07197232964532,0.0811617517515847,0.935313316809194,NA,"HECW1"
"ENSG00000002834","chr17",38869859,38921770,"ENSG00000002834",6495.74372744218,0.562042638925459,0.125212633671448,4.48870551193925,7.16572744283404e-06,5.65644898401175e-05,"LASP1"
"ENSG00000002919","chr17",48103357,48123601,"ENSG00000002919",186.147813381351,0.539501132069085,0.236845953029632,2.27785666239182,0.0227351190644964,0.0626588258926839,"SNX11"
"ENSG00000003056","chr12",8940361,8949761,"ENSG00000003056",1130.04747524577,0.0567038677414483,0.148417525521996,0.382056415116856,0.702419519604794,0.80968132494924,"M6PR"
"ENSG00000003096","chrX",117897813,118117340,"ENSG00000003096",7.04824018428106,-0.39652198062316,1.0003406792126,-0.396386939832614,0.691819599248822,0.801911541905381,"KLHL13"
"ENSG00000003147","chr7",8113184,8262687,"ENSG00000003147",3.67005946683599,-0.479460515069072,1.3029790407516,-0.367972546045334,0.712893705244565,NA,"ICA1"
"ENSG00000003249","chr16",90004871,90019890,"ENSG00000003249",161.37985603042,0.0463205413982515,0.27892936833876,0.166065487023206,0.868105414346284,0.92235259789141,"DBNDD1"
"ENSG00000003393","chr2",201700267,201782112,"ENSG00000003393",400.615664160831,-0.0592047499515916,0.135568026794135,-0.436716173803253,0.662317198135286,0.780106315520799,"ALS2"
"ENSG00000003400","chr2",201182872,201229428,"ENSG00000003400",33.8602638327802,-0.627810430384485,0.519499799553007,-1.20849022641524,0.226858752945335,0.369527166138303,"CASP10"
"ENSG00000003402","chr2",201116154,201176687,"ENSG00000003402",543.581341186646,0.657161037049436,0.202429768531047,3.24636560036695,0.00116888624361514,0.00518992265863022,"CFLAR"
"ENSG00000003436","chr2",187464230,187565760,"ENSG00000003436",4367.41518066469,0.843027558301559,0.0826647750212478,10.1981473739555,2.02090524877206e-24,1.57797945507622e-22,"TFPI"
"ENSG00000003509","chr2",37231631,37253403,"ENSG00000003509",299.887768359849,0.0735827376898737,0.19325158428035,0.380761368471512,0.703380327232192,0.81056020225037,"NDUFAF7"
"ENSG00000003756","chr3",50088919,50119021,"ENSG00000003756",467.911715288461,0.148855472830261,0.170233749400107,0.874418106602353,0.381890600318612,0.538936150002953,"RBM5"
"ENSG00000003987","chr8",17296794,17413528,"ENSG00000003987",12.1038436934276,0.472705936617599,0.712829429981227,0.663140320441102,0.507240689278875,0.656558294780881,"MTMR7"
"ENSG00000003989","chr8",17497088,17570573,"ENSG00000003989",1142.38577078793,-0.789762202875656,0.102073590383375,-7.73718451471542,1.01642497388028e-14,3.20317577244173e-13,"SLC7A2"
"ENSG00000004059","chr7",127588386,127591700,"ENSG00000004059",1775.74721793948,0.123372207287989,0.13836643291797,0.891633936687009,0.372589173925233,0.529634819474656,"ARF5"
"ENSG00000004139","chr17",28364356,28404049,"ENSG00000004139",279.968262002394,1.08666298354606,0.175284917472415,6.1994095054817,5.66753929024006e-10,9.44197969518042e-09,"SARM1"
"ENSG00000004142","chr17",28346633,28357527,"ENSG00000004142",1235.11426089572,0.104845942654768,0.0950087923056037,1.10353936841469,0.269793004950603,0.419681093149066,"POLDIP2"
"ENSG00000004399","chr3",129555214,129606676,"ENSG00000004399",160.972414337932,1.18344055518989,0.259211698604134,4.56553682400434,4.9821772596614e-06,4.07720367331035e-05,"PLXND1"
"ENSG00000004455","chr1",33007986,33080996,"ENSG00000004455",4840.36949213796,0.564851221271775,0.0927188783813711,6.0920842781168,1.11449979610141e-09,1.781310691057e-08,"AK2"
"ENSG00000004478","chr12",2794970,2805423,"ENSG00000004478",10071.922892509,-0.232328533233923,0.0977919629689851,-2.37574260890547,0.0175136748608345,0.0505771825957528,"FKBP4"
"ENSG00000004487","chr1",23019443,23083689,"ENSG00000004487",533.554966744961,0.0252865764218307,0.149869931272668,0.168723480468041,0.866014148817848,0.921088621408815,"KDM1A"
"ENSG00000004534","chr3",49940007,50100045,"ENSG00000004534",332.770037023266,0.349698147756053,0.152568532279255,2.2920725691716,0.0219014559720292,0.0608131254272041,"RBM6"
"ENSG00000004660","chr17",3860315,3894891,"ENSG00000004660",52.7307305197625,-1.73765936291712,0.352015026032491,-4.93632156133225,7.9609807417275e-07,7.74552880260615e-06,"CAMKK1"
"ENSG00000004700","chr12",21468910,21501669,"ENSG00000004700",701.995770273409,0.212378860351377,0.12947966800722,1.64024872491591,0.100953462065511,0.199644391018362,"RECQL"
